Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-28 00:00:00-05:00,42.406835582648036,43.50101920398804,41.97492003175402,43.41703796386719,184250000,0.0,0.0
2018-11-29 00:00:00-05:00,43.82976057299295,43.86335380416362,42.63959358322664,43.0835075378418,167080000,0.0,0.0
2018-11-30 00:00:00-05:00,43.26107085251484,43.27067101093198,42.47882636535014,42.85075378417969,158126000,0.0,0.0
2018-12-03 00:00:00-05:00,44.261688909625875,44.3768652123311,43.48184241867663,44.34807205200195,163210000,0.0,0.0
2018-12-04 00:00:00-05:00,43.419436785447736,43.7649692310405,42.29645999865859,42.397239685058594,165377200,0.0,0.0
2018-12-06 00:00:00-05:00,41.21426477799305,41.93892278740468,40.89272911405725,41.92452621459961,172393600,0.0,0.0
2018-12-07 00:00:00-05:00,41.62939373616876,41.86934642749431,40.38403868236716,40.429630279541016,169126400,0.0,0.0
2018-12-10 00:00:00-05:00,39.5921961688205,40.813554553719555,39.19147559241775,40.695980072021484,248104000,0.0,0.0
2018-12-11 00:00:00-05:00,41.19028273062862,41.22147409292238,40.07210223270743,40.463226318359375,189126800,0.0,0.0
2018-12-12 00:00:00-05:00,40.88794346087342,41.25267263328421,40.55681118537616,40.57600784301758,142510800,0.0,0.0
2018-12-13 00:00:00-05:00,40.90954413861848,41.4086462793557,40.6839879762154,41.019920349121094,127594400,0.0,0.0
2018-12-14 00:00:00-05:00,40.55200916154391,40.57120581826503,39.65938476164504,39.707374572753906,162814800,0.0,0.0
2018-12-17 00:00:00-05:00,39.70017594469999,40.39604101468614,39.047504267314025,39.33784866333008,177151600,0.0,0.0
2018-12-18 00:00:00-05:00,39.683385270823514,40.19928219672193,39.44583074037529,39.84895324707031,135366000,0.0,0.0
2018-12-19 00:00:00-05:00,39.83216166558565,40.18009246592896,38.17408706932704,38.60600280761719,196189200,0.0,0.0
2018-12-20 00:00:00-05:00,38.48840786872952,38.898728556796755,37.26465141469062,37.631778717041016,259092000,0.0,0.0
2018-12-21 00:00:00-05:00,37.63899100272236,37.95093033064683,35.90413353058357,36.1680793762207,382978400,0.0,0.0
2018-12-24 00:00:00-05:00,35.548993525235076,36.36483495909304,35.17466787289263,35.23225784301758,148676800,0.0,0.0
2018-12-26 00:00:00-05:00,35.58498087070649,37.727756406808936,35.205855221503775,37.71335983276367,234330000,0.0,0.0
2018-12-27 00:00:00-05:00,37.39423934103236,37.61739732429474,36.00971447422887,37.468624114990234,212468400,0.0,0.0
2018-12-28 00:00:00-05:00,37.79254917304354,38.037301945257475,37.08468946049261,37.48780822753906,169165600,0.0,0.0
2018-12-31 00:00:00-05:00,38.03970063691356,38.238861814132555,37.54779687741003,37.85013961791992,140014000,0.0,0.0
2019-01-02 00:00:00-05:00,37.16627323849412,38.116487533373224,37.00790357911634,37.89332962036133,148158800,0.0,0.0
2019-01-03 00:00:00-05:00,34.548395025962506,34.96591411826012,34.07328961844336,34.11888122558594,365248800,0.0,0.0
2019-01-04 00:00:00-05:00,34.68036349995519,35.6449743808645,34.505199053831255,35.57538604736328,234428400,0.0,0.0
2019-01-07 00:00:00-05:00,35.68096516263044,35.71216018475421,35.00909688155843,35.49620056152344,219111200,0.0,0.0
2019-01-08 00:00:00-05:00,35.88732632839431,36.429621790338054,35.637777123740406,36.17287063598633,164101200,0.0,0.0
2019-01-09 00:00:00-05:00,36.30244581155673,37.07989395131757,35.90412707447161,36.78715133666992,180396400,0.0,0.0
2019-01-10 00:00:00-05:00,36.59278867708583,36.9455194575727,36.19926637481727,36.904727935791016,143122800,0.0,0.0
2019-01-11 00:00:00-05:00,36.683979085725994,36.88073844481774,36.355241315092904,36.54240417480469,108092800,0.0,0.0
2019-01-14 00:00:00-05:00,36.1968659207318,36.29764561442193,35.8057418517489,35.99290466308594,129756800,0.0,0.0
2019-01-15 00:00:00-05:00,36.05769257247571,36.80634381067754,36.00490268656275,36.72956085205078,114843600,0.0,0.0
2019-01-16 00:00:00-05:00,36.73196007497554,37.40382837309907,36.71276341944199,37.17827224731445,122278800,0.0,0.0
2019-01-17 00:00:00-05:00,37.00069886058334,37.83093666219865,36.775142777891844,37.39902114868164,119284800,0.0,0.0
2019-01-18 00:00:00-05:00,37.79255299222874,37.88373619648904,37.42782383657544,37.62938690185547,135004000,0.0,0.0
2019-01-22 00:00:00-05:00,37.531004981187344,37.60778794596194,36.62158214218856,36.784751892089844,121576000,0.0,0.0
2019-01-23 00:00:00-05:00,36.98871319013778,37.226267719448344,36.400829712853316,36.93352508544922,92522400,0.0,0.0
2019-01-24 00:00:00-05:00,36.979107933214564,37.06788925382355,36.41042124907616,36.64077377319336,101766000,0.0,0.0
2019-01-25 00:00:00-05:00,37.30784661691929,37.943723500217025,37.029504253800646,37.85493850708008,134142000,0.0,0.0
2019-01-28 00:00:00-05:00,37.38222613041452,37.51180262703552,36.87112941552836,37.50460433959961,104768400,0.0,0.0
2019-01-29 00:00:00-05:00,37.49261038010052,37.943722639837965,36.97911173479017,37.115882873535156,166348800,0.0,0.0
2019-01-30 00:00:00-05:00,39.172274365908436,39.86813566191178,38.4476162590352,39.65217971801758,244439200,0.0,0.0
2019-01-31 00:00:00-05:00,39.85854404966909,40.55200722197999,39.486616623935525,39.93772888183594,162958400,0.0,0.0
2019-02-01 00:00:00-05:00,40.06250803657165,40.5472098983337,39.815353364678764,39.95692825317383,130672400,0.0,0.0
2019-02-04 00:00:00-05:00,40.170482382630375,41.190281357551605,40.13928735998874,41.09189987182617,125982000,0.0,0.0
2019-02-05 00:00:00-05:00,41.478220572366524,42.01091581694663,41.35584602319064,41.79495620727539,144406400,0.0,0.0
2019-02-06 00:00:00-05:00,41.907742153905716,42.12850188396603,41.475830175983624,41.809364318847656,112958400,0.0,0.0
2019-02-07 00:00:00-05:00,41.36784984553682,41.73737910599273,40.87354779969541,41.017520904541016,126966800,0.0,0.0
2019-02-08 00:00:00-05:00,40.72352580488155,41.12596506943261,40.586164379813525,41.06571960449219,95280000,0.1825,0.0
2019-02-11 00:00:00-05:00,41.21992937628243,41.25848733906773,40.7861614876721,40.82953643798828,83973600,0.0,0.0
2019-02-12 00:00:00-05:00,40.991011011307435,41.20789318883334,40.89461607244741,41.1813850402832,89134000,0.0,0.0
2019-02-13 00:00:00-05:00,41.30187788620379,41.564547212327184,40.94763428315657,41.01028823852539,89960800,0.0,0.0
2019-02-14 00:00:00-05:00,40.89702916655543,41.27054807215375,40.81750471911129,41.159698486328125,87342800,0.0,0.0
2019-02-15 00:00:00-05:00,41.26814205639986,41.376583154122514,40.90666927926351,41.0681266784668,98507200,0.0,0.0
2019-02-19 00:00:00-05:00,40.897022738930666,41.313920221745015,40.84400644896694,41.191017150878906,75891200,0.0,0.0
2019-02-20 00:00:00-05:00,41.25367662604835,41.766969057815956,41.20548099948539,41.45610046386719,104457600,0.0,0.0
2019-02-21 00:00:00-05:00,41.40067895140471,41.538036681826824,41.039206207958955,41.22235107421875,68998800,0.0,0.0
2019-02-22 00:00:00-05:00,41.34766402531346,41.68985779253305,41.299468393341456,41.6826286315918,75652800,0.0,0.0
2019-02-25 00:00:00-05:00,41.96939645910812,42.38147332986369,41.91878865681118,41.986263275146484,87493600,0.0,0.0
2019-02-26 00:00:00-05:00,41.86095316747956,42.24411337509234,41.730820926760416,42.01036071777344,68280800,0.0,0.0
2019-02-27 00:00:00-05:00,41.74045688493762,42.17181266513558,41.62478297983684,42.14048385620117,111341600,0.0,0.0
2019-02-28 00:00:00-05:00,42.00794987154761,42.15012825351847,41.670573139426146,41.72599792480469,112861600,0.0,0.0
2019-03-01 00:00:00-05:00,41.998307086056464,42.20796007177447,41.66334253691269,42.16458511352539,103544800,0.0,0.0
2019-03-04 00:00:00-05:00,42.33809760394631,42.834519577238275,41.92360856900352,42.37665557861328,109744800,0.0,0.0
2019-03-05 00:00:00-05:00,42.39834108526354,42.412799405817374,42.06096433828104,42.299537658691406,78949600,0.0,0.0
2019-03-06 00:00:00-05:00,42.09229814942699,42.2899050260375,41.916382433313785,42.05615234375,83241600,0.0,0.0
2019-03-07 00:00:00-05:00,41.89951039170441,42.03687180238573,41.45369620409294,41.569366455078125,99185600,0.0,0.0
2019-03-08 00:00:00-05:00,41.04402508692067,41.706725087714894,40.8464182307712,41.66816711425781,95997600,0.0,0.0
2019-03-11 00:00:00-04:00,42.2899107855672,43.16467249590554,42.2561734699769,43.111656188964844,128044000,0.0,0.0
2019-03-12 00:00:00-04:00,43.37672541720654,44.020146402977566,43.224905701577335,43.59601974487305,129870400,0.0,0.0
2019-03-13 00:00:00-04:00,43.91894695465366,44.1719786601811,43.59844061793112,43.788818359375,124130000,0.0,0.0
2019-03-14 00:00:00-04:00,44.316555457619955,44.36475476354321,43.993640699642505,44.27558898925781,94318000,0.0,0.0
2019-03-15 00:00:00-04:00,44.54549152888892,45.143125421369874,44.2780015578159,44.85153579711914,156171600,0.0,0.0
2019-03-18 00:00:00-04:00,44.77443007481789,45.398572206250556,44.77201790289281,45.309410095214844,104879200,0.0,0.0
2019-03-19 00:00:00-04:00,45.38893666863315,45.54316491829273,44.80334881266106,44.950347900390625,126585600,0.0,0.0
2019-03-20 00:00:00-04:00,44.87803905315891,45.66364206519701,44.51656635743794,45.343135833740234,124140800,0.0,0.0
2019-03-21 00:00:00-04:00,45.79136573623793,47.31196040787067,45.740757936924496,47.01314163208008,204136800,0.0,0.0
2019-03-22 00:00:00-04:00,47.07338397450216,47.63969267587975,45.97450755378606,46.039573669433594,169630800,0.0,0.0
2019-03-25 00:00:00-04:00,46.150431022671995,46.26369278205165,44.96721297855334,45.482913970947266,175381200,0.0,0.0
2019-03-26 00:00:00-04:00,46.18658074518011,46.48057888674627,44.48042886164721,45.012996673583984,199202000,0.0,0.0
2019-03-27 00:00:00-04:00,45.48532129923564,45.728711628527805,44.95516199831838,45.4178466796875,119393600,0.0,0.0
2019-03-28 00:00:00-04:00,45.53351698606589,45.68051605249383,45.19132322163008,45.478092193603516,83121600,0.0,0.0
2019-03-29 00:00:00-04:00,45.74557753055026,45.805822983178004,45.43470893582035,45.77449417114258,94256000,0.0,0.0
2019-04-01 00:00:00-04:00,46.18175273139302,46.19139038562483,45.39615337478747,46.08536148071289,111448000,0.0,0.0
2019-04-02 00:00:00-04:00,46.049212382113836,46.86132356798077,46.039574727802865,46.75529098510742,91062800,0.0,0.0
2019-04-03 00:00:00-04:00,46.56973853673256,47.35292948236972,46.54563888295352,47.075801849365234,93087200,0.0,0.0
2019-04-04 00:00:00-04:00,46.9408518656593,47.321603621166894,46.54323329312645,47.157737731933594,76457200,0.0,0.0
2019-04-05 00:00:00-04:00,47.34087845122177,47.497518842619115,47.21556687352205,47.473419189453125,74106400,0.0,0.0
2019-04-08 00:00:00-04:00,47.333647805086514,48.251787934695926,47.314368818576966,48.220462799072266,103526800,0.0,0.0
2019-04-09 00:00:00-04:00,48.27348119110793,48.88316491724839,48.01080820595153,48.07587432861328,143072800,0.0,0.0
2019-04-10 00:00:00-04:00,47.878266468116536,48.37469210851476,47.75777555752382,48.34577178955078,86781200,0.0,0.0
2019-04-11 00:00:00-04:00,48.401204190544014,48.437349995823865,47.82043707177382,47.943336486816406,83603200,0.0,0.0
2019-04-12 00:00:00-04:00,48.00358145472716,48.23010497106743,47.28304811153664,47.92405700683594,111042800,0.0,0.0
2019-04-15 00:00:00-04:00,47.854162720463464,48.16021061325044,47.716801339692466,48.010799407958984,70146400,0.0,0.0
2019-04-16 00:00:00-04:00,48.066236616060586,48.52650910898006,47.84935076647746,48.015628814697266,102785600,0.0,0.0
2019-04-17 00:00:00-04:00,48.085514044329265,49.0108870912139,47.86140270135514,48.95064163208008,115627200,0.0,0.0
2019-04-18 00:00:00-04:00,48.94822851713192,49.19643950981289,48.80364162425159,49.126556396484375,96783200,0.0,0.0
2019-04-22 00:00:00-04:00,48.878333733178835,49.38680542414632,48.76025133999366,49.288002014160156,77758000,0.0,0.0
2019-04-23 00:00:00-04:00,49.263917439199034,50.06397893984803,49.136197353880796,49.9989128112793,93292000,0.0,0.0
2019-04-24 00:00:00-04:00,49.969990520110784,50.23988898280222,49.89528674397946,49.92179489135742,70162400,0.0,0.0
2019-04-25 00:00:00-04:00,49.84226873016737,50.06638005083176,49.430188212793595,49.468746185302734,74172800,0.0,0.0
2019-04-26 00:00:00-04:00,49.37717661670633,49.4012762710896,48.70724740827054,49.23258972167969,74596400,0.0,0.0
2019-04-29 00:00:00-04:00,49.25668132466098,49.63502453775125,49.12655276298416,49.307289123535156,88818800,0.0,0.0
2019-04-30 00:00:00-04:00,48.93376883331652,49.015701771376925,47.981891359262015,48.35782241821289,186139600,0.0,0.0
2019-05-01 00:00:00-04:00,50.577270485520394,51.88580013059414,50.42063008100599,50.73149871826172,259309200,0.0,0.0
2019-05-02 00:00:00-04:00,50.56763764636828,51.24479615194385,50.15556068397862,50.40135955810547,127985200,0.0,0.0
2019-05-03 00:00:00-04:00,50.8206637806634,51.04959580986821,50.66161487221282,51.02790832519531,83569600,0.0,0.0
2019-05-06 00:00:00-04:00,49.23016911686692,50.32663701584307,49.03979511737769,50.23988342285156,129772400,0.0,0.0
